Train signal size,Train background size,Validation signal size,Validation background size,Loss,ACC,AUC,Loss-true,ACC-true,AUC-true,Sample Type,Model Name,TPR/FPR^0.5: FPR=0.1,TPR/FPR^0.5: FPR=0.01,TPR/FPR^0.5: FPR=0.001,Training epochs,time
15687,16321,3921,4079,0.6918264031410217,0.524875,0.5212046148750897,0.652654230594635,0.84805,0.921691665,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.473849813549723,3.467,4.0825004592773775,20,2024-04-23 16:52:34.969900
15687,16321,3921,4079,0.6927893161773682,0.52325,0.5236756412298071,0.6807827353477478,0.7578,0.8120588499999999,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,1.683596626273645,0.718,0.2150348808914498,16,2024-04-23 16:53:30.736816
15687,16321,3921,4079,0.6917186379432678,0.524125,0.5246890677795008,0.6445510983467102,0.78635,0.8517069700000001,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,1.8559407587528216,0.7679999999999999,0.3952847075210474,14,2024-04-23 16:54:07.538254
15687,16321,3921,4079,0.6913623213768005,0.5255,0.5253884030639702,0.6383636593818665,0.8394,0.9145861,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.359059134485611,3.403,2.96621644523794,32,2024-04-23 16:55:49.528977
15687,16321,3921,4079,0.691450297832489,0.523125,0.5188385982307224,0.6098951101303101,0.87265,0.93605286,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.65821060113754,5.096,6.14746777136733,26,2024-04-23 16:57:08.126448
15687,16321,3921,4079,0.6898051500320435,0.529,0.5166533708554693,0.5522193908691406,0.9099,0.96518236,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.8985437033103363,6.848999999999999,13.920346260061208,30,2024-04-23 16:59:15.001884
15687,16321,3921,4079,0.69232577085495,0.52075,0.5177462033784553,0.6804670691490173,0.66565,0.69111353,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,1.0071854347636289,0.129,0.0284604989415154,15,2024-04-23 17:00:14.556031
15687,16321,3921,4079,0.6909775137901306,0.5235,0.5225105305138085,0.5823706388473511,0.8761,0.944236305,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.6702272562461795,5.392,10.751744044572492,27,2024-04-23 17:02:09.452207
15687,16321,3921,4079,7.775205612182617,0.509875,0.5,7.624600887298584,0.5,0.5,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,3.162277660168379,10.0,31.6227766016838,12,2024-04-23 17:03:07.249217
15687,16321,3921,4079,0.692450761795044,0.520875,0.5188675470225605,0.6839094161987305,0.70205,0.73402803,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,1.266492202897436,0.273,0.0379473319220205,15,2024-04-23 17:04:19.615079
15687,16321,3921,4079,0.691324770450592,0.522625,0.5208197772643692,0.5970110893249512,0.88395,0.946488175,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.7382162259398,5.667999999999999,8.471741851591089,17,2024-04-23 17:05:22.316999
15687,16321,3921,4079,0.6929528713226318,0.509875,0.5,0.6933698654174805,0.5,0.5,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,3.162277660168379,10.0,31.6227766016838,21,2024-04-23 17:06:22.473559
15687,16321,3921,4079,0.6912326216697693,0.524125,0.5237622687699621,0.6373757719993591,0.85595,0.92507196,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.5263436227085183,4.622999999999999,8.759509118666411,26,2024-04-23 17:07:44.904060
15687,16321,3921,4079,0.6913831233978271,0.52375,0.5225539537015658,0.6281396746635437,0.86055,0.93170228,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.5333006335608887,3.673,4.13625917950024,25,2024-04-23 17:09:13.204969
15687,16321,3921,4079,0.6912568211555481,0.525,0.5254363592698876,0.5889384746551514,0.87565,0.945714195,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.6667487508199943,4.581,4.866745318999136,24,2024-04-23 17:10:01.059753
15687,16321,3921,4079,7.775205612182617,0.509875,0.5,7.624600887298584,0.5,0.5,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,3.162277660168379,10.0,31.6227766016838,12,2024-04-23 17:11:48.537340
15687,16321,3921,4079,0.6911202669143677,0.52625,0.5273543886712311,0.6366689205169678,0.84125,0.91192727,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.4055446160900864,2.265,1.075174404457249,18,2024-04-23 17:12:50.915352
15687,16321,3921,4079,0.6915329098701477,0.524,0.5271599690854414,0.6614993810653687,0.78995,0.85404257,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,1.9119130733378025,1.169,0.483828482005762,15,2024-04-23 17:13:41.779791
15687,16321,3921,4079,0.6903294920921326,0.52725,0.5194892895410016,0.5444236993789673,0.8972,0.944638415,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.81221352318774,6.484999999999999,12.17476899164826,28,2024-04-23 17:15:15.644367
15687,16321,3921,4079,0.6907935738563538,0.528625,0.5287552788559587,0.5583616495132446,0.8861,0.94655236,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.751497792112507,5.694999999999999,7.832961764237076,28,2024-04-23 17:16:45.953442
15687,16321,3921,4079,0.6912493109703064,0.52575,0.5212228407343139,0.6120374202728271,0.89075,0.956543065,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.768890319243433,5.406,8.882837947412977,17,2024-04-23 17:17:45.360932
15687,16321,3921,4079,0.690197229385376,0.526125,0.5202318604400629,0.5299916863441467,0.8992,0.94803159,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.836879288937053,6.186,9.7809248029008,29,2024-04-23 17:19:15.841096
15687,16321,3921,4079,0.6909558773040771,0.52675,0.5306256334111324,0.636695384979248,0.8423,0.91087039,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.436218709393719,3.694,4.484109722118762,29,2024-04-23 17:20:47.335713
15687,16321,3921,4079,0.6910328269004822,0.5245,0.5248281845437337,0.5960342288017273,0.8728,0.94140355,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.656313234541438,4.933,9.224363934711164,24,2024-04-23 17:21:49.388750
15687,16321,3921,4079,0.6909685134887695,0.5265,0.5279263930386846,0.5899385809898376,0.88715,0.9564498,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.75213024764454,5.387999999999999,7.700146102510004,21,2024-04-23 17:22:59.793236
15687,16321,3921,4079,0.690727710723877,0.52425,0.5219627543468675,0.602618932723999,0.8743,0.94348272,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.649356223689068,5.376999999999999,10.286889228527738,25,2024-04-23 17:24:22.866261
15687,16321,3921,4079,0.6909950971603394,0.528,0.5295372401197243,0.5936964750289917,0.8487,0.920770945,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.4599357918449822,4.52,7.564168163122764,34,2024-04-23 17:25:42.660664
15687,16321,3921,4079,0.6916912794113159,0.524,0.5256701379581874,0.6339075565338135,0.81325,0.8798096100000001,"Sensitivity: 5.0, Resolution: 75x75",SB_5.0_75x75,2.045361190596908,0.8160000000000001,0.1106797181058932,23,2024-04-23 19:32:51.902083
15687,16321,3921,4079,7.775205612182617,0.509875,0.5,7.624603271484375,0.5,0.5,"Sensitivity: 5.0, Resolution: 75x75",SB_5.0_75x75,3.162277660168379,10.0,31.6227766016838,12,2024-04-23 19:38:06.286749
