Train signal size,Train background size,Validation signal size,Validation background size,Loss,ACC,AUC,Loss-true,ACC-true,AUC-true,Sample Type,Model Name,TPR/FPR^0.5: FPR=0.1,TPR/FPR^0.5: FPR=0.01,TPR/FPR^0.5: FPR=0.001,Training epochs,time
16127,16428,4031,4106,0.6894936561584473,0.5273442300602188,0.5335534954806532,0.5559413433074951,0.9026,0.96486156,"Sensitivity: 9.0, Resolution: 25x25",SB_9.0_25x25,2.8517419939398447,5.935,9.34453048579756,34,2024-03-24 00:02:47.462597
15577,16294,3894,4072,0.6917927861213684,0.5229726336931961,0.5221978639749028,0.6301528811454773,0.8455,0.918547165,"Sensitivity: 4.0, Resolution: 25x25",SB_4.0_25x25,2.3701271062962004,2.732,1.8183096545968185,28,2024-03-24 00:03:48.654044
16237,16455,4059,4113,0.6883236169815063,0.5308370044052864,0.5357994561975989,0.549019455909729,0.9076,0.96800407,"Sensitivity: 10.0, Resolution: 25x25",SB_10.0_25x25,2.8871595037337303,5.989999999999999,8.620368901619003,33,2024-03-24 00:04:16.915548
15687,16321,3921,4079,0.6915267705917358,0.525125,0.5241454494843895,0.6278688907623291,0.8366,0.907119135,"Sensitivity: 5.0, Resolution: 25x25",SB_5.0_25x25,2.2815833318114858,2.436,2.0871032557111304,26,2024-03-24 00:05:02.286760
31594,32694,3949,4086,0.6909275650978088,0.5255756067205973,0.5273865314328912,0.5862083435058594,0.8855,0.953153585,"Sensitivity: 6.0, Resolution: 25x25, Copy: +1",SB_6.0_copy_1_25x25,2.738532453705816,4.612,4.692820047689875,19,2024-03-24 00:05:39.369096
30274,32374,3784,4046,0.6919841170310974,0.5236270753512133,0.5138686226262672,0.6958376169204712,0.549,0.4727135,"Sensitivity: 0.0, Resolution: 25x25, Copy: +1",SB_0.0_copy_1_25x25,0.5796454951088639,0.0779999999999999,0.0221359436211786,22,2024-03-24 00:06:31.525272
31814,32748,3976,4092,0.6907160878181458,0.5268963807635102,0.5261997203160311,0.6008014678955078,0.87085,0.935854885,"Sensitivity: 7.0, Resolution: 25x25, Copy: +1",SB_7.0_copy_1_25x25,2.636074657516361,4.872,7.358620115211819,23,2024-03-24 00:07:14.119207
30494,32426,3811,4052,0.6922091245651245,0.5228284369833397,0.5132506295098902,0.6833635568618774,0.60645,0.6209891999999999,"Sensitivity: 1.0, Resolution: 25x25, Copy: +1",SB_1.0_copy_1_25x25,0.8572934736716477,0.0699999999999999,0.0063245553203367,21,2024-03-24 00:07:57.720906
32034,32802,4004,4099,0.6900674700737,0.5277057879797605,0.5275184074281415,0.5595462918281555,0.8973,0.959151145,"Sensitivity: 8.0, Resolution: 25x25, Copy: +1",SB_8.0_copy_1_25x25,2.827076228190532,6.02,9.695543306076251,25,2024-03-24 00:08:55.976839
30714,32480,3839,4059,0.6920449137687683,0.5229171942263864,0.5173067532612384,0.663192629814148,0.754,0.817479485,"Sensitivity: 2.0, Resolution: 25x25, Copy: +1",SB_2.0_copy_1_25x25,1.5435077259281855,0.4499999999999999,0.1264911064067352,20,2024-03-24 00:09:23.134558
32254,32856,4031,4106,0.6897624731063843,0.5293105567162345,0.5309303156262298,0.5747431516647339,0.90045,0.963327365,"Sensitivity: 9.0, Resolution: 25x25, Copy: +1",SB_9.0_copy_1_25x25,2.836879288937053,5.528999999999999,6.900089854487404,20,2024-03-24 00:10:22.048943
30934,32534,3866,4066,0.6920843124389648,0.5221886031265759,0.5209300995549634,0.6499645113945007,0.78615,0.8445336900000001,"Sensitivity: 3.0, Resolution: 25x25, Copy: +1",SB_3.0_copy_1_25x25,1.8151473769366493,0.6779999999999999,0.3099032106965012,14,2024-03-24 00:10:29.498517
31154,32588,3894,4072,0.6918606758117676,0.5234747677629927,0.5201898379250531,0.6364648938179016,0.83205,0.902157585,"Sensitivity: 4.0, Resolution: 25x25, Copy: +1",SB_4.0_copy_1_25x25,2.2252947894604884,1.86,1.7424149907527773,20,2024-03-24 00:11:52.938076
32474,32910,4059,4113,0.6881878972053528,0.5281448849730788,0.5327179931172032,0.5365732908248901,0.90445,0.962372,"Sensitivity: 10.0, Resolution: 25x25, Copy: +1",SB_10.0_copy_1_25x25,2.8710318876668715,6.443,9.863144022065176,23,2024-03-24 00:11:59.395868
31374,32642,3921,4079,0.6915338039398193,0.5245,0.5232626051199096,0.5828404426574707,0.86505,0.928402945,"Sensitivity: 5.0, Resolution: 25x25, Copy: +1",SB_5.0_copy_1_25x25,2.5861106704857004,4.27,5.749020786186113,25,2024-03-24 00:13:28.755695
15797,16347,3949,4086,0.6901331543922424,0.5274424393279402,0.5284943603633552,0.5750485062599182,0.8808,0.93711982,"Sensitivity: 6.0, Resolution: 25x25",SB_6.0_25x25,2.723353520937008,5.239,7.972101981284484,41,2024-03-24 00:13:35.059500
15137,16187,3784,4046,0.6919175982475281,0.5236270753512133,0.5159200836782916,0.6939201951026917,0.53525,0.50615402,"Sensitivity: 0.0, Resolution: 25x25",SB_0.0_25x25,0.4771876989194084,0.0559999999999999,0.025298221281347,23,2024-03-24 00:14:41.739319
15907,16374,3976,4092,0.690051257610321,0.5272682201289043,0.5302394462080401,0.5303075909614563,0.89915,0.955334715,"Sensitivity: 7.0, Resolution: 25x25",SB_7.0_25x25,2.8378279722351034,5.595999999999999,7.798176709975224,47,2024-03-24 00:15:21.532574
15247,16213,3811,4052,0.6921026706695557,0.5239730382805545,0.5161544632451964,0.676143229007721,0.69205,0.732831295,"Sensitivity: 1.0, Resolution: 25x25",SB_1.0_25x25,0.9878955410366016,0.0839999999999999,0.025298221281347,18,2024-03-24 00:15:40.634960
16017,16401,4004,4099,0.6898905634880066,0.5268419104035542,0.5320670120316375,0.5979151129722595,0.89095,0.95649464,"Sensitivity: 8.0, Resolution: 25x25",SB_8.0_25x25,2.7711039136055504,4.779,5.2715168595006885,27,2024-03-24 00:16:38.675729
15357,16240,3839,4059,0.6920310854911804,0.5222841225626741,0.5178971591274083,0.6659730672836304,0.7412,0.7967030249999999,"Sensitivity: 2.0, Resolution: 25x25",SB_2.0_25x25,1.4053161921788275,0.1709999999999999,0.0411096095821889,23,2024-03-24 00:16:53.628635
15467,16267,3866,4066,0.692110002040863,0.5214321734745335,0.5187867910974355,0.6578686237335205,0.7644,0.822848145,"Sensitivity: 3.0, Resolution: 25x25",SB_3.0_25x25,1.5985313572151156,0.3,0.0980306074652197,22,2024-03-24 00:18:01.068398
16127,16428,4031,4106,0.6888686418533325,0.5274671254762198,0.5323262494527616,0.5041278600692749,0.9194,0.970854425,"Sensitivity: 9.0, Resolution: 25x25",SB_9.0_25x25,2.953251106831249,6.906999999999999,10.81498959777586,43,2024-03-24 00:18:17.543878
